type_1,type_2,buy_price,sale_price,product_id
裤子,游泳裤,55,96,S006435
裤子,长裤,81,116,S005122
裤子,中裤,167,215,S002623
上衣,羽绒服,105,154,S009081
鞋子,凉鞋,189,225,S001283
裤子,长裤,144,188,S002307
上衣,冲锋衣,122,157,S009122
上衣,羽绒服,117,158,S009599
上衣,冲锋衣,147,194,S006225
鞋子,凉鞋,108,111,S004399
上衣,冲锋衣,162,171,S009207
鞋子,凉鞋,148,171,S003666
上衣,冲锋衣,143,183,S009746
上衣,羽绒服,86,114,S004272
鞋子,凉鞋,59,64,S006437
裤子,长裤,107,138,S000694
鞋子,拖鞋,152,193,S003984
裤子,游泳裤,78,90,S004459
裤子,游泳裤,199,209,S007679
鞋子,拖鞋,187,189,S004119
上衣,T恤,170,210,S006913
上衣,T恤,61,110,S004840
裤子,游泳裤,101,137,S007113
裤子,中裤,62,71,S002647
上衣,羽绒服,84,89,S007943
裤子,游泳裤,198,221,S007591
鞋子,跑鞋,125,128,S002884
上衣,羽绒服,107,116,S009296
裤子,游泳裤,194,225,S001407
鞋子,拖鞋,159,197,S002273
裤子,游泳裤,65,97,S009076
鞋子,凉鞋,174,204,S002871
裤子,中裤,100,138,S006254
上衣,羽绒服,168,177,S000149
鞋子,拖鞋,122,130,S009453
裤子,中裤,163,167,S003695
上衣,T恤,75,119,S002927
裤子,中裤,119,123,S007982
裤子,长裤,106,118,S009772
鞋子,拖鞋,69,100,S007222
鞋子,凉鞋,172,203,S002505
裤子,中裤,87,116,S009029
上衣,冲锋衣,89,135,S006334
裤子,中裤,83,114,S002269
上衣,T恤,143,190,S007207
裤子,中裤,87,107,S007184
裤子,长裤,154,197,S006121
裤子,游泳裤,188,213,S003872
鞋子,拖鞋,150,162,S000878
裤子,游泳裤,61,72,S006863
裤子,游泳裤,96,124,S009389
鞋子,拖鞋,179,207,S004615
上衣,T恤,59,59,S006916
裤子,游泳裤,99,136,S001530
上衣,T恤,147,176,S006734
鞋子,凉鞋,82,119,S000993
鞋子,凉鞋,187,209,S009404
上衣,T恤,153,157,S004643
鞋子,拖鞋,176,196,S007562
上衣,冲锋衣,140,166,S007808
鞋子,拖鞋,97,107,S000839
裤子,游泳裤,168,191,S007332
裤子,长裤,70,80,S004090
鞋子,跑鞋,138,150,S008167
上衣,冲锋衣,157,196,S000947
上衣,冲锋衣,74,100,S008316
裤子,游泳裤,103,137,S006698
鞋子,拖鞋,74,83,S001625
鞋子,拖鞋,63,109,S000019
鞋子,拖鞋,161,207,S003215
裤子,游泳裤,62,108,S000318
鞋子,跑鞋,123,147,S002664
上衣,冲锋衣,101,131,S007578
上衣,T恤,53,61,S003884
上衣,羽绒服,184,210,S004682
鞋子,跑鞋,106,119,S007109
裤子,长裤,164,202,S001568
裤子,游泳裤,181,228,S004940
裤子,中裤,91,128,S006181
上衣,羽绒服,186,192,S004970
鞋子,拖鞋,85,122,S004488
鞋子,凉鞋,193,241,S008944
鞋子,拖鞋,137,149,S004504
上衣,冲锋衣,86,108,S004844
裤子,游泳裤,148,171,S005007
上衣,羽绒服,114,132,S002783
裤子,长裤,112,112,S004201
裤子,中裤,119,154,S001685
上衣,冲锋衣,149,169,S002813
裤子,长裤,67,96,S005857
上衣,T恤,188,229,S009968
裤子,长裤,132,164,S006589
上衣,羽绒服,144,176,S000464
裤子,中裤,132,176,S008872
上衣,冲锋衣,71,87,S000601
裤子,中裤,186,221,S003820
裤子,中裤,128,141,S005192
鞋子,跑鞋,65,74,S002218
裤子,游泳裤,92,132,S002179
上衣,羽绒服,85,128,S007005
裤子,长裤,161,179,S005182
鞋子,跑鞋,119,165,S002959
鞋子,跑鞋,192,200,S006138
鞋子,跑鞋,148,178,S001139
上衣,羽绒服,153,167,S006165
鞋子,凉鞋,118,136,S000738
裤子,中裤,111,145,S002036
裤子,中裤,176,210,S009126
上衣,T恤,67,73,S000508
鞋子,跑鞋,154,198,S002313
上衣,T恤,175,202,S006060
鞋子,凉鞋,144,151,S007700
鞋子,跑鞋,127,169,S000036
鞋子,拖鞋,165,212,S009890
裤子,长裤,96,99,S006917
上衣,冲锋衣,129,172,S001667
上衣,冲锋衣,185,192,S001170
裤子,长裤,127,141,S006659
裤子,中裤,162,210,S007212
上衣,T恤,72,89,S003799
裤子,游泳裤,95,110,S001604
裤子,长裤,170,206,S004448
上衣,冲锋衣,111,129,S008366
上衣,冲锋衣,164,175,S000535
裤子,长裤,146,188,S001932
鞋子,跑鞋,86,113,S001611
鞋子,拖鞋,161,201,S008126
上衣,羽绒服,152,170,S003594
裤子,游泳裤,157,195,S002817
鞋子,跑鞋,81,124,S009536
上衣,羽绒服,158,175,S000230
裤子,中裤,89,123,S003727
鞋子,跑鞋,192,223,S007065
鞋子,凉鞋,167,191,S007412
上衣,羽绒服,187,221,S002941
裤子,长裤,120,159,S004896
上衣,冲锋衣,137,160,S009646
鞋子,跑鞋,85,119,S008580
裤子,长裤,165,169,S007931
上衣,T恤,172,193,S001227
裤子,中裤,51,52,S005772
鞋子,跑鞋,190,222,S003954
裤子,游泳裤,116,138,S006048
裤子,游泳裤,55,93,S002462
上衣,T恤,91,137,S005594
鞋子,跑鞋,188,224,S000659
上衣,羽绒服,53,89,S001498
上衣,冲锋衣,147,166,S003405
裤子,游泳裤,51,89,S006471
上衣,羽绒服,198,222,S007493
上衣,T恤,153,198,S005156
上衣,冲锋衣,161,199,S006066
上衣,羽绒服,79,91,S005727
鞋子,拖鞋,140,168,S006285
鞋子,拖鞋,101,112,S004310
上衣,T恤,99,133,S009016
裤子,中裤,87,134,S001135
裤子,中裤,122,155,S004346
鞋子,跑鞋,65,106,S005845
鞋子,跑鞋,199,218,S004763
上衣,T恤,122,155,S005010
鞋子,跑鞋,52,60,S005931
鞋子,跑鞋,182,193,S005501
上衣,冲锋衣,159,202,S004465
鞋子,拖鞋,85,129,S008340
裤子,长裤,123,131,S003981
裤子,游泳裤,92,122,S009325
上衣,羽绒服,102,129,S000271
上衣,羽绒服,61,80,S004253
上衣,T恤,124,152,S009846
上衣,羽绒服,107,115,S009995
上衣,冲锋衣,145,157,S003456
鞋子,跑鞋,72,87,S007993
上衣,冲锋衣,66,72,S001003
鞋子,拖鞋,173,198,S000121
上衣,冲锋衣,63,103,S005154
裤子,游泳裤,174,217,S005424
上衣,羽绒服,124,151,S003420
鞋子,凉鞋,96,143,S000620
裤子,中裤,152,158,S002825
鞋子,跑鞋,146,150,S000439
上衣,羽绒服,57,106,S004523
鞋子,凉鞋,139,154,S000627
鞋子,拖鞋,150,167,S009442
裤子,长裤,196,218,S008437
裤子,长裤,155,187,S006942
上衣,羽绒服,173,177,S009037
鞋子,拖鞋,194,222,S006202
裤子,长裤,135,173,S008927
鞋子,拖鞋,161,191,S009464
鞋子,跑鞋,178,182,S004349
鞋子,跑鞋,172,194,S002384
裤子,长裤,164,189,S004582
上衣,冲锋衣,92,108,S000048
裤子,中裤,110,116,S002034
裤子,长裤,156,162,S008711
鞋子,拖鞋,170,200,S000540
上衣,羽绒服,148,186,S007469
上衣,冲锋衣,138,182,S004608
裤子,中裤,92,139,S006318
鞋子,拖鞋,168,197,S003424
裤子,游泳裤,78,99,S003333
上衣,冲锋衣,189,202,S004506
上衣,T恤,62,90,S003058
鞋子,凉鞋,184,209,S003883
裤子,长裤,52,53,S003344
裤子,中裤,110,153,S006604
鞋子,拖鞋,82,87,S000698
裤子,长裤,90,135,S002242
鞋子,跑鞋,77,122,S004965
鞋子,跑鞋,74,102,S001370
上衣,T恤,197,234,S003050
鞋子,凉鞋,77,117,S006238
裤子,长裤,138,145,S001726
上衣,T恤,195,196,S005658
上衣,T恤,191,239,S004454
裤子,长裤,87,101,S003623
裤子,中裤,178,220,S003218
鞋子,跑鞋,162,164,S009336
上衣,羽绒服,116,141,S001931
鞋子,拖鞋,168,189,S006748
裤子,游泳裤,76,91,S005970
鞋子,凉鞋,133,165,S001345
上衣,冲锋衣,80,101,S000363
裤子,游泳裤,144,167,S009174
裤子,中裤,119,161,S005790
裤子,中裤,99,146,S009939
鞋子,凉鞋,58,97,S007725
上衣,羽绒服,92,125,S005357
上衣,羽绒服,192,238,S006987
上衣,羽绒服,177,214,S004358
裤子,长裤,156,203,S009744
上衣,羽绒服,199,202,S002262
裤子,长裤,84,117,S003015
鞋子,凉鞋,116,116,S009703
鞋子,拖鞋,183,193,S008958
裤子,长裤,111,149,S004101
鞋子,跑鞋,80,101,S004124
鞋子,凉鞋,168,200,S002968
裤子,中裤,66,92,S009328
上衣,冲锋衣,195,239,S007074
上衣,冲锋衣,81,118,S006354
上衣,羽绒服,150,169,S002819
裤子,长裤,82,108,S002323
裤子,中裤,64,92,S002003
上衣,T恤,67,68,S004945
裤子,游泳裤,50,65,S004131
上衣,羽绒服,63,70,S008076
裤子,中裤,184,185,S000437
鞋子,拖鞋,93,109,S002558
鞋子,拖鞋,162,185,S005872
鞋子,拖鞋,98,99,S000820
鞋子,凉鞋,108,112,S007535
鞋子,凉鞋,115,161,S002591
鞋子,跑鞋,193,198,S004889
上衣,T恤,120,165,S009923
裤子,中裤,73,93,S006950
鞋子,跑鞋,152,177,S009082
鞋子,凉鞋,102,136,S008914
鞋子,拖鞋,60,84,S005111
上衣,T恤,170,186,S003602
鞋子,凉鞋,149,174,S008133
鞋子,凉鞋,195,219,S008171
鞋子,拖鞋,56,91,S003020
上衣,羽绒服,155,171,S006127
上衣,T恤,80,110,S001279
上衣,冲锋衣,152,152,S004018
上衣,T恤,119,155,S003601
鞋子,拖鞋,135,173,S006549
裤子,中裤,87,92,S004395
裤子,长裤,51,76,S001998
鞋子,凉鞋,73,84,S000282
裤子,长裤,115,116,S003207
上衣,冲锋衣,154,175,S007094
上衣,T恤,105,122,S009650
裤子,长裤,94,96,S002424
裤子,长裤,67,70,S006826
裤子,游泳裤,156,188,S002739
裤子,中裤,127,145,S008985
上衣,冲锋衣,193,193,S002977
上衣,冲锋衣,113,158,S008374
裤子,中裤,93,122,S004070
鞋子,拖鞋,83,119,S002951
鞋子,凉鞋,170,206,S005753
鞋子,拖鞋,147,165,S005419
裤子,游泳裤,85,134,S000229
裤子,游泳裤,160,169,S004411
上衣,羽绒服,58,71,S006274
裤子,中裤,132,159,S004847
鞋子,拖鞋,106,147,S004541
裤子,长裤,140,164,S008907
裤子,中裤,116,138,S005890
上衣,冲锋衣,186,226,S004283
上衣,羽绒服,71,109,S006001
鞋子,拖鞋,86,113,S002793
鞋子,拖鞋,92,109,S008810
鞋子,跑鞋,101,118,S008311
裤子,长裤,152,162,S003221
裤子,游泳裤,109,144,S005837
裤子,中裤,87,110,S009363
裤子,中裤,127,156,S006117
裤子,中裤,148,176,S000644
裤子,长裤,91,100,S000171
裤子,中裤,132,175,S004093
上衣,羽绒服,108,116,S002092
裤子,中裤,185,210,S001731
裤子,游泳裤,86,97,S005587
鞋子,凉鞋,199,242,S004229
裤子,长裤,65,98,S007245
上衣,冲锋衣,167,202,S006943
鞋子,凉鞋,153,187,S002535
裤子,长裤,129,144,S006352
鞋子,凉鞋,160,179,S005606
鞋子,跑鞋,101,110,S004266
裤子,长裤,123,166,S004681
上衣,羽绒服,83,85,S009825
上衣,冲锋衣,64,85,S007876
上衣,T恤,75,121,S002743
裤子,中裤,52,93,S008195
上衣,羽绒服,70,88,S007703
上衣,T恤,145,151,S009927
裤子,中裤,89,92,S007729
裤子,长裤,196,214,S002153
上衣,T恤,61,109,S000715
上衣,T恤,145,155,S003055
裤子,游泳裤,150,192,S000729
裤子,长裤,99,124,S004649
鞋子,跑鞋,178,218,S000613
裤子,中裤,118,146,S005193
上衣,羽绒服,130,161,S001269
上衣,羽绒服,65,74,S002613
裤子,游泳裤,112,137,S001386
上衣,T恤,122,142,S002766
裤子,游泳裤,180,201,S009101
裤子,长裤,67,73,S004127
鞋子,跑鞋,143,160,S007453
裤子,游泳裤,80,127,S004588
鞋子,拖鞋,162,166,S000565
鞋子,凉鞋,116,160,S004149
上衣,冲锋衣,56,102,S005360
鞋子,跑鞋,170,195,S002632
裤子,长裤,105,118,S007980
裤子,长裤,133,156,S002913
裤子,长裤,188,201,S005307
裤子,中裤,150,159,S008007
裤子,游泳裤,183,225,S001287
上衣,冲锋衣,134,160,S007681
鞋子,凉鞋,145,168,S009386
上衣,T恤,89,116,S001367
裤子,长裤,161,199,S007631
上衣,冲锋衣,138,184,S003570
上衣,T恤,192,200,S006968
上衣,羽绒服,199,200,S005873
上衣,羽绒服,154,165,S003986
鞋子,拖鞋,57,68,S006890
上衣,冲锋衣,79,95,S000658
鞋子,凉鞋,125,172,S009091
鞋子,凉鞋,137,168,S008989
鞋子,拖鞋,117,121,S006813
鞋子,凉鞋,196,224,S001085
上衣,冲锋衣,66,101,S003579
裤子,中裤,193,240,S005394
上衣,T恤,106,116,S009896
裤子,长裤,192,236,S005609
上衣,羽绒服,132,157,S006597
鞋子,跑鞋,105,140,S004662
鞋子,凉鞋,189,228,S001795
裤子,中裤,115,140,S003181
鞋子,跑鞋,120,151,S004043
鞋子,跑鞋,197,220,S005866
上衣,羽绒服,131,158,S007016
上衣,冲锋衣,193,231,S003850
鞋子,拖鞋,75,118,S005714
鞋子,凉鞋,100,145,S001672
鞋子,跑鞋,160,169,S008162
鞋子,拖鞋,182,226,S008296
上衣,冲锋衣,119,139,S007071
裤子,中裤,110,142,S003701
鞋子,拖鞋,110,137,S009547
上衣,羽绒服,168,185,S002602
裤子,游泳裤,51,54,S004172
上衣,羽绒服,117,119,S004959
裤子,中裤,195,224,S004583
裤子,长裤,139,155,S008647
上衣,冲锋衣,187,205,S008844
裤子,游泳裤,101,101,S004282
上衣,T恤,129,145,S002774
鞋子,凉鞋,123,125,S008332
上衣,冲锋衣,199,204,S005263
裤子,中裤,62,101,S005956
鞋子,跑鞋,154,198,S004032
鞋子,拖鞋,192,233,S003266
裤子,中裤,102,113,S000272
裤子,长裤,60,67,S007367
鞋子,拖鞋,135,168,S007653
上衣,T恤,188,223,S006150
鞋子,拖鞋,173,191,S005417
上衣,T恤,184,228,S000386
鞋子,拖鞋,55,90,S004883
上衣,羽绒服,84,107,S005147
上衣,羽绒服,110,112,S002976
上衣,T恤,179,223,S006330
裤子,中裤,140,155,S003955
上衣,冲锋衣,165,180,S001361
裤子,游泳裤,93,111,S006371
裤子,长裤,135,141,S000794
上衣,冲锋衣,117,131,S006622
裤子,中裤,72,80,S006217
上衣,T恤,56,57,S006696
上衣,羽绒服,121,128,S002816
裤子,中裤,96,127,S009231
裤子,中裤,195,227,S008205
鞋子,跑鞋,195,231,S000097
裤子,长裤,73,75,S003977
上衣,羽绒服,154,199,S003459
鞋子,凉鞋,172,174,S005755
上衣,T恤,116,151,S001192
裤子,中裤,185,186,S001353
上衣,T恤,103,127,S005393
上衣,冲锋衣,188,211,S007142
裤子,游泳裤,142,144,S002219
上衣,冲锋衣,154,199,S001710
上衣,羽绒服,51,62,S003764
裤子,中裤,159,165,S001010
上衣,羽绒服,174,221,S003202
裤子,中裤,118,164,S006511
上衣,T恤,162,203,S005933
鞋子,跑鞋,141,170,S003829
上衣,冲锋衣,156,169,S008293
裤子,游泳裤,196,217,S008049
上衣,T恤,69,107,S001935
上衣,T恤,150,170,S000589
鞋子,拖鞋,79,82,S006149
裤子,长裤,51,74,S004387
上衣,冲锋衣,122,144,S008438
上衣,冲锋衣,143,158,S008746
鞋子,凉鞋,150,176,S001981
裤子,长裤,120,165,S004197
裤子,中裤,99,115,S007075
上衣,T恤,151,182,S005392
裤子,中裤,124,153,S008150
上衣,T恤,171,179,S004288
裤子,长裤,95,143,S002006
鞋子,拖鞋,161,198,S006876
上衣,T恤,115,129,S005832
上衣,冲锋衣,50,99,S009849
鞋子,拖鞋,194,229,S004207
鞋子,跑鞋,185,212,S008308
鞋子,跑鞋,164,177,S000985
上衣,冲锋衣,135,155,S004894
鞋子,凉鞋,101,112,S007426
裤子,中裤,139,183,S008880
裤子,中裤,66,81,S008720
鞋子,跑鞋,84,85,S007242
鞋子,跑鞋,156,180,S001912
裤子,长裤,159,166,S001640
上衣,羽绒服,106,155,S006191
裤子,游泳裤,170,188,S007900
鞋子,拖鞋,159,185,S007936
鞋子,拖鞋,100,117,S004725
鞋子,跑鞋,62,87,S006639
鞋子,拖鞋,186,193,S007937
裤子,中裤,139,166,S007693
上衣,冲锋衣,178,179,S008074
裤子,长裤,163,191,S007720
鞋子,拖鞋,52,76,S001233
上衣,羽绒服,195,235,S004687
鞋子,跑鞋,107,131,S002626
鞋子,拖鞋,63,67,S008204
鞋子,凉鞋,55,83,S008427
鞋子,凉鞋,60,73,S006050
裤子,游泳裤,134,152,S002174
上衣,羽绒服,134,141,S005887
裤子,游泳裤,167,184,S001592
鞋子,跑鞋,194,213,S008501
裤子,长裤,140,158,S000665
上衣,T恤,135,145,S003699
上衣,冲锋衣,152,160,S009238
裤子,游泳裤,161,176,S001447
上衣,冲锋衣,173,215,S000348
上衣,羽绒服,55,100,S000299
裤子,长裤,188,203,S008449
鞋子,拖鞋,150,191,S002149
上衣,羽绒服,190,218,S009241
裤子,游泳裤,77,111,S005458
裤子,中裤,138,140,S007894
上衣,T恤,128,131,S005786
鞋子,凉鞋,177,188,S007916
裤子,中裤,166,208,S006723
鞋子,凉鞋,97,97,S005507
上衣,冲锋衣,137,161,S000471
鞋子,跑鞋,136,152,S007889
鞋子,凉鞋,118,128,S004479
上衣,羽绒服,54,55,S008068
鞋子,跑鞋,102,146,S002949
裤子,游泳裤,119,155,S008272
鞋子,拖鞋,57,70,S006763
上衣,冲锋衣,147,177,S005528
裤子,中裤,110,117,S002733
裤子,游泳裤,130,156,S005793
上衣,羽绒服,119,125,S001928
上衣,T恤,186,192,S007829
鞋子,拖鞋,58,97,S007827
鞋子,跑鞋,147,152,S007765
上衣,羽绒服,162,185,S004434
鞋子,拖鞋,144,176,S003914
鞋子,跑鞋,161,183,S007272
上衣,羽绒服,149,166,S004431
裤子,游泳裤,120,150,S005116
鞋子,跑鞋,103,140,S006247
上衣,羽绒服,100,116,S009984
鞋子,跑鞋,131,131,S001564
上衣,羽绒服,99,105,S008843
裤子,中裤,121,130,S008318
裤子,中裤,99,144,S007435
鞋子,跑鞋,199,203,S005240
裤子,游泳裤,66,80,S002396
鞋子,凉鞋,134,174,S000420
鞋子,凉鞋,97,110,S003859
裤子,中裤,142,152,S002554
鞋子,凉鞋,99,147,S008764
上衣,羽绒服,141,183,S000052
裤子,中裤,197,214,S003340
鞋子,拖鞋,133,142,S002658
鞋子,凉鞋,162,188,S002067
鞋子,跑鞋,103,132,S009633
上衣,T恤,111,155,S009242
裤子,中裤,68,117,S005054
鞋子,跑鞋,110,158,S002122
鞋子,凉鞋,99,146,S009260
鞋子,跑鞋,120,123,S005736
鞋子,拖鞋,157,175,S008338
裤子,游泳裤,90,99,S005336
裤子,中裤,132,167,S004039
鞋子,跑鞋,92,101,S004806
鞋子,拖鞋,173,218,S006293
裤子,长裤,151,164,S006817
鞋子,拖鞋,160,176,S001409
裤子,长裤,189,213,S006212
上衣,羽绒服,115,140,S002955
鞋子,凉鞋,83,107,S004247
上衣,冲锋衣,155,181,S001364
裤子,中裤,63,84,S002142
鞋子,跑鞋,172,220,S000304
裤子,游泳裤,65,108,S008629
鞋子,拖鞋,90,115,S003599
上衣,T恤,102,139,S006508
裤子,中裤,103,139,S008604
上衣,羽绒服,184,187,S004484
鞋子,跑鞋,153,181,S001253
裤子,中裤,91,96,S000806
鞋子,拖鞋,60,101,S005249
裤子,中裤,84,122,S009469
鞋子,跑鞋,176,207,S004193
鞋子,拖鞋,71,108,S004194
裤子,长裤,77,114,S005950
裤子,游泳裤,148,192,S000279
裤子,游泳裤,130,172,S002703
上衣,羽绒服,191,208,S009466
裤子,中裤,95,117,S006445
鞋子,跑鞋,137,177,S000838
鞋子,拖鞋,177,189,S005343
上衣,T恤,70,112,S004974
裤子,中裤,64,99,S008503
裤子,中裤,147,162,S005093
裤子,长裤,130,168,S009876
裤子,中裤,153,202,S000617
鞋子,拖鞋,105,149,S006422
上衣,冲锋衣,130,130,S005705
裤子,游泳裤,92,92,S005252
鞋子,凉鞋,187,228,S005744
裤子,长裤,187,236,S005863
鞋子,跑鞋,102,110,S001452
鞋子,拖鞋,80,92,S000466
鞋子,凉鞋,100,128,S004865
裤子,游泳裤,88,108,S003903
鞋子,跑鞋,103,139,S006658
鞋子,跑鞋,180,212,S006389
裤子,游泳裤,162,201,S006717
上衣,羽绒服,175,178,S006284
裤子,游泳裤,185,205,S009960
上衣,冲锋衣,188,192,S008607
鞋子,拖鞋,182,230,S002102
裤子,长裤,132,165,S004875
鞋子,凉鞋,166,209,S007533
鞋子,跑鞋,134,150,S003819
裤子,中裤,196,214,S004964
上衣,羽绒服,118,145,S006478
鞋子,跑鞋,171,201,S005195
上衣,T恤,75,86,S004300
上衣,T恤,66,82,S004419
上衣,T恤,135,184,S001339
裤子,中裤,62,85,S001078
鞋子,跑鞋,85,101,S002618
鞋子,凉鞋,156,173,S006227
鞋子,跑鞋,81,108,S008588
鞋子,拖鞋,74,100,S006999
上衣,羽绒服,181,183,S008599
裤子,中裤,114,160,S004322
鞋子,凉鞋,84,121,S009736
上衣,T恤,78,109,S005210
裤子,长裤,179,214,S004825
鞋子,拖鞋,63,84,S000037
裤子,游泳裤,94,127,S009479
上衣,T恤,95,115,S003348
上衣,羽绒服,181,212,S001009
鞋子,拖鞋,103,117,S000305
上衣,T恤,71,94,S003541
上衣,T恤,196,232,S008343
鞋子,拖鞋,96,98,S001195
裤子,长裤,178,225,S007592
裤子,中裤,86,126,S005576
上衣,冲锋衣,186,214,S005607
裤子,长裤,174,195,S003561
鞋子,凉鞋,116,156,S004933
裤子,长裤,114,152,S000789
鞋子,拖鞋,173,214,S004656
裤子,游泳裤,96,141,S007626
裤子,中裤,191,197,S009683
鞋子,拖鞋,113,123,S002714
上衣,羽绒服,127,161,S001424
鞋子,拖鞋,190,191,S001701
上衣,T恤,114,140,S004633
上衣,冲锋衣,124,138,S009742
鞋子,拖鞋,68,80,S005729
鞋子,拖鞋,183,199,S006793
裤子,长裤,179,216,S005927
上衣,羽绒服,140,175,S002612
裤子,长裤,72,92,S005243
上衣,冲锋衣,199,248,S004626
上衣,羽绒服,117,149,S005697
裤子,游泳裤,152,163,S000181
裤子,游泳裤,99,106,S003135
裤子,中裤,55,100,S008424
鞋子,跑鞋,180,181,S000404
裤子,游泳裤,114,142,S001697
上衣,羽绒服,101,115,S001864
裤子,中裤,152,180,S007354
上衣,羽绒服,87,119,S003285
鞋子,拖鞋,137,165,S004433
上衣,羽绒服,87,99,S001627
上衣,羽绒服,70,109,S007308
裤子,中裤,67,76,S003262
鞋子,凉鞋,71,117,S004878
上衣,羽绒服,128,146,S001373
上衣,羽绒服,120,142,S006893
上衣,冲锋衣,96,137,S002104
鞋子,凉鞋,143,158,S003631
鞋子,凉鞋,193,206,S008197
上衣,T恤,68,115,S003500
上衣,T恤,120,130,S000914
鞋子,拖鞋,67,96,S007104
鞋子,跑鞋,112,157,S000440
裤子,长裤,79,91,S005764
鞋子,跑鞋,173,187,S005412
鞋子,跑鞋,77,87,S009095
裤子,中裤,180,217,S000250
上衣,羽绒服,165,166,S000901
鞋子,跑鞋,70,119,S004136
裤子,中裤,130,167,S001420
鞋子,拖鞋,117,123,S001671
裤子,长裤,77,105,S000339
上衣,T恤,140,159,S009698
裤子,游泳裤,183,184,S000503
上衣,T恤,187,226,S000904
上衣,羽绒服,95,130,S008901
上衣,T恤,169,171,S003742
上衣,冲锋衣,140,144,S009709
裤子,长裤,51,56,S002670
鞋子,跑鞋,113,131,S009932
鞋子,跑鞋,192,208,S001092
裤子,游泳裤,89,118,S004338
上衣,冲锋衣,197,214,S008887
裤子,中裤,111,150,S004050
上衣,冲锋衣,132,139,S004704
鞋子,跑鞋,78,102,S002076
鞋子,拖鞋,95,99,S000116
裤子,游泳裤,156,204,S006481
上衣,冲锋衣,124,163,S002501
上衣,羽绒服,104,128,S005759
裤子,中裤,178,185,S001599
鞋子,拖鞋,199,207,S001057
鞋子,跑鞋,198,200,S005478
裤子,中裤,107,155,S005565
裤子,长裤,59,90,S008697
上衣,T恤,125,128,S007741
鞋子,拖鞋,138,171,S000426
裤子,游泳裤,145,172,S001154
鞋子,跑鞋,161,199,S006567
鞋子,跑鞋,97,125,S004457
裤子,长裤,177,218,S008857
裤子,中裤,188,234,S009034
裤子,长裤,76,125,S006953
鞋子,凉鞋,86,119,S009793
上衣,冲锋衣,185,207,S004110
裤子,长裤,174,203,S005346
裤子,游泳裤,70,114,S007918
裤子,游泳裤,182,226,S006868
上衣,冲锋衣,84,126,S008431
鞋子,凉鞋,128,147,S007389
鞋子,凉鞋,90,128,S006816
裤子,中裤,171,172,S000324
裤子,游泳裤,144,191,S009864
鞋子,跑鞋,196,203,S007901
上衣,T恤,153,195,S004791
裤子,长裤,107,120,S002961
上衣,T恤,85,96,S002862
鞋子,拖鞋,60,103,S003081
裤子,游泳裤,98,115,S008805
上衣,T恤,88,112,S008116
上衣,T恤,63,90,S008548
鞋子,拖鞋,103,108,S009288
上衣,冲锋衣,86,110,S009817
鞋子,拖鞋,196,214,S007053
上衣,T恤,107,153,S004562
上衣,冲锋衣,71,113,S003968
上衣,羽绒服,97,119,S002042
上衣,羽绒服,88,131,S008201
鞋子,凉鞋,97,108,S002335
鞋子,跑鞋,72,92,S009139
鞋子,凉鞋,102,144,S009445
上衣,羽绒服,140,150,S004073
裤子,中裤,108,123,S008125
上衣,冲锋衣,181,215,S007084
鞋子,跑鞋,140,158,S000157
裤子,长裤,137,163,S009545
上衣,冲锋衣,144,184,S004971
裤子,长裤,131,152,S004456
鞋子,凉鞋,107,111,S002651
裤子,中裤,188,215,S006139
上衣,羽绒服,69,78,S008662
鞋子,跑鞋,148,193,S009304
上衣,T恤,114,156,S001324
上衣,羽绒服,151,188,S006731
裤子,中裤,93,106,S000498
裤子,游泳裤,151,180,S007490
上衣,T恤,167,192,S003558
裤子,游泳裤,151,181,S001542
裤子,长裤,167,183,S000473
鞋子,拖鞋,191,206,S008959
上衣,冲锋衣,154,185,S006947
裤子,中裤,120,124,S001428
鞋子,拖鞋,63,105,S004401
裤子,游泳裤,153,156,S002024
鞋子,凉鞋,164,181,S005148
上衣,羽绒服,121,170,S004319
上衣,冲锋衣,187,207,S008380
鞋子,拖鞋,83,86,S000342
裤子,中裤,120,163,S005859
鞋子,凉鞋,87,106,S008402
鞋子,拖鞋,178,194,S001743
裤子,游泳裤,139,179,S003932
鞋子,凉鞋,193,195,S000340
上衣,羽绒服,161,209,S002761
鞋子,凉鞋,179,194,S005897
裤子,游泳裤,113,158,S004715
鞋子,跑鞋,55,104,S002726
上衣,T恤,74,76,S002562
上衣,T恤,110,126,S009940
裤子,中裤,175,210,S009219
鞋子,拖鞋,180,191,S008642
上衣,冲锋衣,192,236,S008946
鞋子,跑鞋,103,119,S008693
上衣,T恤,198,229,S005999
裤子,中裤,70,108,S008456
裤子,中裤,140,169,S005227
鞋子,凉鞋,87,109,S000371
裤子,长裤,124,138,S001471
上衣,羽绒服,146,164,S007029
上衣,羽绒服,93,104,S008643
裤子,中裤,182,200,S001462
鞋子,拖鞋,196,212,S006398
鞋子,跑鞋,162,173,S007342
裤子,中裤,95,133,S003843
上衣,T恤,197,242,S003908
裤子,游泳裤,122,131,S006021
上衣,T恤,54,54,S007199
裤子,游泳裤,193,207,S009501
鞋子,拖鞋,188,217,S003391
鞋子,拖鞋,191,200,S009099
上衣,T恤,79,100,S001652
上衣,羽绒服,186,217,S002249
上衣,冲锋衣,51,96,S001243
裤子,长裤,76,90,S006985
裤子,中裤,163,206,S008508
裤子,中裤,58,68,S006633
鞋子,拖鞋,101,144,S008745
裤子,长裤,141,171,S007385
