floor,year,area,price
高层（共5层）,,70㎡,38万
高层（共19层）,,94㎡,90万
低层（共27层）,2013年建,103㎡,115万
高层（共11层）,2018年建,137㎡,100万
低层（共7层）,,180㎡,152万
中层（共4层）,,107㎡,77万
低层（共11层）,,112㎡,91.6万
中层（共32层）,,121㎡,87万
中层（共6层）,2012年建,85㎡,58万
低层（共6层）,2013年建,90㎡,59万
低层（共11层）,,131㎡,91.5万
中层（共27层）,,83㎡,116万
高层（共28层）,2014年建,127㎡,138万
中层（共6层）,2000年建,44㎡,36万
高层（共5层）,,102㎡,46万
低层（共5层）,,112㎡,92万
中层（共18层）,,97㎡,46万
高层（共3层）,,189㎡,100万
低层（共18层）,2017年建,113㎡,102万
中层（共5层）,,80㎡,68万
高层（共19层）,2015年建,85㎡,93万
低层（共25层）,2015年建,119㎡,105万
高层（共22层）,2020年建,113㎡,88万
高层（共6层）,,119㎡,60万
中层（共5层）,,90㎡,72万
中层（共17层）,,134.29㎡,96万
低层（共33层）,,83.3㎡,49.5万
中层（共18层）,,89㎡,70万
高层（共6层）,,90.6㎡,51万
中层（共18层）,2019年建,74㎡,103万
中层（共17层）,,117㎡,110万
中层（共20层）,2019年建,98㎡,60万
高层（共6层）,,130㎡,55万
高层（共27层）,,90㎡,33万
高层（共6层）,,92.3㎡,50万
高层（共1层）,,84㎡,55万
低层（共30层）,,92㎡,60万
低层（共6层）,,93㎡,63万
低层（共26层）,,113㎡,93万
高层（共12层）,2019年建,93㎡,103万
低层（共24层）,2014年建,154㎡,170万
中层（共6层）,2000年建,92㎡,75万
中层（共4层）,,188.67㎡,153万
低层（共28层）,,101㎡,54万
低层（共18层）,,130㎡,120万
高层（共12层）,,104.52㎡,58万
高层（共5层）,,123㎡,68万
高层（共28层）,2017年建,105.6㎡,88万
低层（共15层）,,93㎡,65万
中层（共27层）,2018年建,89㎡,102万
高层（共14层）,2018年建,89㎡,108万
中层（共16层）,2018年建,76㎡,65万
高层（共4层）,,468.29㎡,600万
高层（共1层）,,270㎡,90万
高层（共31层）,,132.6㎡,110万
高层（共11层）,,100㎡,30万
中层（共27层）,,113㎡,93万
高层（共5层）,,119㎡,65万
高层（共18层）,2015年建,80㎡,108万
中层（共17层）,2014年建,131㎡,124万
中层（共32层）,2020年建,95㎡,90万
低层（共27层）,,90㎡,32万
中层（共18层）,,86.7㎡,49万
中层（共6层）,,131㎡,20万
中层（共18层）,,96㎡,66.5万
中层（共18层）,2019年建,136㎡,110万
高层（共5层）,,116.69㎡,48万
中层（共27层）,2018年建,75㎡,85万
低层（共6层）,2019年建,80㎡,70万
低层（共24层）,2020年建,121㎡,103万
低层（共20层）,2012年建,88.29㎡,80万
低层（共18层）,2018年建,90㎡,70万
低层（共27层）,,90㎡,32万
中层（共5层）,,136㎡,95万
中层（共6层）,,117.6㎡,83万
中层（共5层）,,127㎡,115万
中层（共12层）,2017年建,89.56㎡,67万
高层（共5层）,,116.69㎡,48万
中层（共19层）,,133.42㎡,80万
高层（共19层）,2017年建,63㎡,90万
低层（共21层）,2015年建,47㎡,34万
低层（共18层）,2019年建,105㎡,131.2万
低层（共24层）,2014年建,106㎡,115万
中层（共18层）,2020年建,140㎡,154万
高层（共5层）,,108㎡,36万
高层（共18层）,,90㎡,83万
中层（共18层）,,135㎡,106万
高层（共18层）,,87㎡,60万
低层（共6层）,,114㎡,72万
中层（共13层）,,132㎡,96万
中层（共23层）,2020年建,83㎡,94万
低层（共18层）,,137㎡,150万
高层（共16层）,,43㎡,24万
低层（共6层）,2017年建,82㎡,50万
中层（共18层）,2020年建,125㎡,118.7万
高层（共11层）,2017年建,165㎡,160万
低层（共27层）,2012年建,93㎡,82万
中层（共6层）,2015年建,88㎡,50万
低层（共4层）,,299.46㎡,399万
中层（共18层）,,45㎡,38万
中层（共2层）,,141㎡,130万
中层（共26层）,,127㎡,89万
中层（共6层）,,79㎡,43万
中层（共6层）,,90㎡,63万
中层（共26层）,2016年建,80㎡,121万
中层（共17层）,2019年建,115㎡,130万
中层（共16层）,2010年建,152㎡,129万
中层（共6层）,,87㎡,118万
高层（共26层）,,117㎡,90万
高层（共28层）,2018年建,125㎡,110.5万
,,190㎡,360万
中层（共18层）,2018年建,126㎡,118万
低层（共15层）,2019年建,58㎡,63万
高层（共6层）,2004年建,134㎡,90万
低层（共4层）,,299.46㎡,350万
高层（共1层）,,400㎡,40万
低层（共25层）,,81㎡,6300万
低层（共29层）,,123㎡,93万
高层（共28层）,,92.3㎡,58万
高层（共18层）,2016年建,77㎡,50万
中层（共18层）,,85㎡,65万
低层（共34层）,2015年建,85㎡,200万
中层（共26层）,2014年建,93㎡,72万
低层（共6层）,,122㎡,63万
中层（共27层）,2018年建,76㎡,72万
中层（共11层）,2019年建,79.3㎡,49万
高层（共12层）,2020年建,138㎡,117万
高层（共7层）,2016年建,212㎡,300万
低层（共6层）,2020年建,74.75㎡,62万
低层（共17层）,2018年建,120㎡,69万
高层（共22层）,,157㎡,102万
中层（共18层）,,130.07㎡,153万
高层（共5层）,,96㎡,65万
高层（共4层）,,132.74㎡,110万
高层（共6层）,,106㎡,43万
高层（共24层）,2019年建,77㎡,92万
,,208㎡,500万
高层（共6层）,2017年建,115㎡,72万
高层（共12层）,,47㎡,40万
低层（共33层）,2019年建,92.2㎡,99.1万
低层（共11层）,2021年建,77㎡,50万
低层（共9层）,2015年建,122㎡,87.8万
高层（共24层）,2014年建,94㎡,83.5万
中层（共23层）,2020年建,85㎡,70万
低层（共5层）,,103.5㎡,38万
高层（共5层）,,64.7㎡,38万
高层（共5层）,,70㎡,45万
高层（共5层）,,89.63㎡,43万
低层（共18层）,,154㎡,137万
高层（共18层）,,310㎡,290万
高层（共31层）,2015年建,72㎡,105万
低层（共24层）,2015年建,95.83㎡,144万
高层（共33层）,2012年建,98㎡,88万
低层（共28层）,,106㎡,84万
中层（共25层）,2017年建,84㎡,62万
,,127㎡,387万
中层（共18层）,2020年建,94㎡,78万
低层（共24层）,2013年建,96㎡,85万
中层（共15层）,2016年建,137㎡,148万
高层（共27层）,,108㎡,60万
高层（共11层）,,60㎡,43万
低层（共6层）,,70㎡,30万
中层（共5层）,,82㎡,44.5万
高层（共6层）,2016年建,93㎡,56万
中层（共18层）,,90㎡,78万
中层（共22层）,2014年建,88㎡,165万
低层（共6层）,2000年建,125㎡,125万
高层（共28层）,2016年建,50㎡,48万
低层（共6层）,,106㎡,47万
高层（共25层）,2018年建,100㎡,85.5万
高层（共1层）,2019年建,127㎡,205万
高层（共16层）,2016年建,48.36㎡,41万
中层（共33层）,2010年建,145㎡,135万
中层（共11层）,,99㎡,82万
中层（共17层）,,84.35㎡,53万
高层（共4层）,,88㎡,63万
高层（共6层）,,120㎡,83万
低层（共26层）,,117.4㎡,85万
低层（共6层）,,80㎡,54万
中层（共26层）,2000年建,109㎡,154万
低层（共4层）,2010年建,352㎡,380万
低层（共6层）,2000年建,61㎡,60万
高层（共18层）,,133.92㎡,59万
高层（共18层）,2018年建,84㎡,76.5万
高层（共1层）,2004年建,84㎡,131万
中层（共23层）,,125㎡,145万
中层（共8层）,2018年建,135㎡,106万
中层（共18层）,2018年建,84㎡,49万
低层（共18层）,,106㎡,75万
低层（共25层）,,89.07㎡,88万
高层（共6层）,,107㎡,65万
低层（共4层）,,105㎡,70万
高层（共5层）,,130㎡,35万
中层（共19层）,2017年建,39㎡,56万
中层（共21层）,,128㎡,110万
中层（共32层）,2019年建,138㎡,99万
中层（共22层）,,114㎡,100万
中层（共27层）,2018年建,76㎡,79.9万
低层（共33层）,2015年建,47㎡,25万
中层（共33层）,2015年建,121㎡,98万
低层（共25层）,2012年建,70㎡,80万
,,135㎡,250万
高层（共32层）,,100㎡,58万
中层（共5层）,,89.28㎡,75万
高层（共6层）,,107㎡,66万
低层（共30层）,,118㎡,67万
,,200㎡,260万
高层（共20层）,,85㎡,123万
高层（共6层）,1993年建,64㎡,76万
中层（共34层）,,122㎡,120万
中层（共30层）,2014年建,115㎡,118万
中层（共6层）,,136㎡,98万
低层（共25层）,2018年建,99㎡,109万
低层（共11层）,2017年建,53㎡,86万
中层（共6层）,2015年建,100㎡,70万
中层（共21层）,2012年建,100.9㎡,90万
高层（共22层）,2020年建,105㎡,100万
高层（共5层）,,102.8㎡,42万
中层（共18层）,,98㎡,98万
高层（共12层）,,139.71㎡,72万
高层（共28层）,,92.3㎡,58万
中层（共12层）,2018年建,84㎡,69万
低层（共18层）,2019年建,74㎡,88万
高层（共11层）,,114㎡,170万
中层（共15层）,2019年建,127㎡,79万
中层（共22层）,,114㎡,97万
中层（共25层）,2014年建,81.9㎡,89万
中层（共11层）,2014年建,79㎡,65万
中层（共6层）,,91㎡,60万
高层（共7层）,2014年建,154㎡,122万
中层（共21层）,2020年建,45㎡,33万
中层（共22层）,,37㎡,20万
低层（共6层）,,98㎡,79万
中层（共12层）,,157.6㎡,83万
低层（共4层）,,141㎡,120万
高层（共4层）,,52㎡,32万
中层（共27层）,2016年建,78㎡,118万
中层（共26层）,2015年建,310㎡,800万
中层（共18层）,2014年建,101㎡,123万
低层（共18层）,2015年建,104㎡,83万
中层（共22层）,,114㎡,100万
中层（共25层）,2018年建,100㎡,85万
低层（共11层）,2019年建,80㎡,57万
低层（共8层）,2020年建,120㎡,102万
中层（共33层）,2012年建,113㎡,105万
中层（共11层）,2008年建,92㎡,85万
低层（共20层）,,77㎡,40万
低层（共12层）,,96㎡,96万
低层（共26层）,,130㎡,63万
高层（共3层）,,730㎡,860万
中层（共5层）,,162㎡,125万
低层（共6层）,2011年建,89㎡,75万
中层（共23层）,2020年建,94㎡,94万
低层（共28层）,2012年建,109㎡,179万
中层（共33层）,2020年建,101㎡,96万
中层（共22层）,,97.16㎡,95万
高层（共20层）,2019年建,44.4㎡,29万
低层（共11层）,2019年建,80㎡,55万
低层（共33层）,,97㎡,85万
中层（共2层）,2020年建,120㎡,280万
高层（共20层）,2020年建,53㎡,45万
高层（共6层）,,86.48㎡,50万
高层（共5层）,,77㎡,57万
低层（共11层）,,99㎡,63万
中层（共13层）,,106㎡,68万
低层（共6层）,,70㎡,40万
中层（共27层）,2019年建,85㎡,110万
中层（共25层）,2014年建,77㎡,137.8万
中层（共18层）,2019年建,123㎡,119万
高层（共12层）,,104㎡,70万
高层（共18层）,2019年建,84㎡,74万
低层（共23层）,2013年建,80㎡,70万
中层（共25层）,2019年建,112㎡,95万
中层（共16层）,2015年建,110㎡,138万
中层（共13层）,2015年建,98㎡,64万
低层（共25层）,,136.43㎡,87万
低层（共18层）,,135㎡,119万
中层（共20层）,,94.45㎡,60万
中层（共30层）,,93㎡,66万
高层（共27层）,,74㎡,63万
低层（共28层）,2016年建,91㎡,118万
高层（共26层）,2010年建,83㎡,88万
低层（共6层）,2011年建,68㎡,34万
中层（共20层）,,88㎡,50万
中层（共23层）,2019年建,120㎡,90万
高层（共3层）,2016年建,114㎡,95万
中层（共5层）,,105㎡,75万
高层（共16层）,2014年建,89.56㎡,115万
高层（共20层）,2019年建,45㎡,40万
低层（共27层）,,110㎡,67万
中层（共18层）,,102㎡,98万
高层（共11层）,,96.64㎡,65万
高层（共5层）,,85㎡,59万
低层（共6层）,,70㎡,51.8万
中层（共24层）,2015年建,74㎡,95万
低层（共6层）,2000年建,93.29㎡,88万
高层（共6层）,2006年建,137㎡,130万
中层（共2层）,,80㎡,25万
低层（共24层）,2019年建,84㎡,64万
高层（共12层）,2016年建,51.99㎡,45万
中层（共33层）,2020年建,112㎡,90万
高层（共18层）,2012年建,90㎡,85万
中层（共6层）,2011年建,98㎡,52万
高层（共21层）,,94㎡,56万
中层（共5层）,,85㎡,58万
高层（共10层）,,98㎡,47万
高层（共27层）,,125㎡,80万
低层（共18层）,,96㎡,72万
高层（共1层）,2019年建,129.6㎡,245万
低层（共5层）,,62.5㎡,58.5万
中层（共30层）,2013年建,141㎡,137万
中层（共18层）,,112㎡,65万
中层（共25层）,2001年建,80㎡,79.5万
中层（共34层）,2020年建,85㎡,49万
低层（共24层）,2020年建,121㎡,103万
高层（共29层）,2015年建,118㎡,109万
中层（共18层）,2018年建,143㎡,136万
中层（共6层）,,106㎡,70万
中层（共6层）,,99㎡,63万
中层（共12层）,,127㎡,77万
低层（共10层）,,91.76㎡,77万
低层（共17层）,,91.5㎡,65万
中层（共28层）,2016年建,78㎡,117万
高层（共33层）,2014年建,91㎡,135万
中层（共33层）,2012年建,65㎡,60万
中层（共5层）,,103㎡,52万
中层（共20层）,2016年建,110㎡,92万
低层（共11层）,2019年建,99㎡,78万
高层（共22层）,2009年建,87㎡,73.9万
高层（共1层）,2020年建,69㎡,100万
高层（共6层）,2019年建,129㎡,130万
中层（共28层）,,138㎡,83万
中层（共18层）,,89㎡,50万
高层（共18层）,,114.5㎡,98万
中层（共5层）,,125㎡,115万
高层（共16层）,,120㎡,100万
中层（共27层）,2018年建,89㎡,116万
中层（共5层）,1995年建,87㎡,83万
中层（共28层）,2016年建,107㎡,98万
低层（共25层）,,99㎡,101万
高层（共23层）,2017年建,83㎡,66万
中层（共12层）,2018年建,57㎡,42.5万
低层（共23层）,2015年建,37㎡,35.8万
低层（共27层）,2013年建,127㎡,123万
中层（共25层）,,96㎡,80万
低层（共5层）,,103㎡,38万
高层（共24层）,,44㎡,38万
高层（共22层）,,75.88㎡,35万
中层（共5层）,,138㎡,128万
高层（共17层）,2016年建,95㎡,88万
中层（共28层）,2016年建,80㎡,120万
中层（共26层）,2016年建,169㎡,275万
中层（共20层）,2020年建,104㎡,91万
高层（共6层）,,125㎡,100万
高层（共18层）,2013年建,77.56㎡,72.21万
高层（共6层）,2020年建,61㎡,81万
高层（共27层）,2011年建,89㎡,77.5万
中层（共16层）,2019年建,76㎡,64万
高层（共24层）,2014年建,112.85㎡,90万
低层（共27层）,2020年建,135㎡,144万
高层（共5层）,,105㎡,57万
高层（共5层）,,94㎡,65万
高层（共17层）,,133.19㎡,108万
高层（共4层）,,15㎡,25万
中层（共19层）,,99㎡,140万
低层（共6层）,1990年建,68㎡,70万
中层（共12层）,2019年建,109㎡,73万
低层（共33层）,2015年建,165㎡,161万
低层（共6层）,,78㎡,39万
中层（共25层）,2015年建,109㎡,120.5万
低层（共31层）,2018年建,99㎡,84万
高层（共6层）,2000年建,100㎡,48.6万
高层（共21层）,2012年建,154㎡,157万
低层（共6层）,2008年建,141.39㎡,120万
低层（共10层）,,110㎡,75万
高层（共5层）,,85㎡,50万
高层（共6层）,,142㎡,75万
中层（共26层）,,93㎡,81万
中层（共18层）,2018年建,80㎡,95万
中层（共21层）,2019年建,86㎡,90万
低层（共6层）,,80㎡,98万
低层（共22层）,,92㎡,72万
中层（共27层）,2017年建,123㎡,100.1万
低层（共6层）,2018年建,80㎡,57万
中层（共18层）,2014年建,91㎡,77万
低层（共9层）,2020年建,95㎡,114万
中层（共12层）,2012年建,98.4㎡,95万
高层（共32层）,,90㎡,54万
中层（共18层）,,115㎡,94.3万
低层（共20层）,,97㎡,66万
高层（共4层）,,151㎡,102万
中层（共24层）,2020年建,99㎡,120万
中层（共28层）,2013年建,59㎡,70万
中层（共32层）,2019年建,113㎡,81万
高层（共26层）,,50㎡,50万
中层（共25层）,2014年建,74.05㎡,81.11万
高层（共24层）,2000年建,83㎡,68万
中层（共11层）,2017年建,92㎡,58万
高层（共30层）,2016年建,128㎡,109万
中层（共24层）,2014年建,93㎡,96万
高层（共21层）,2020年建,180㎡,170万
中层（共5层）,,151.3㎡,75万
低层（共5层）,,128㎡,106万
低层（共21层）,,92㎡,61万
中层（共5层）,,60㎡,40万
中层（共17层）,2020年建,99㎡,130万
低层（共12层）,2018年建,42㎡,32万
高层（共32层）,2015年建,106㎡,138万
高层（共33层）,,139㎡,235万
中层（共33层）,2020年建,107㎡,90万
中层（共6层）,1998年建,90㎡,88万
高层（共14层）,,100㎡,65万
中层（共25层）,2018年建,95㎡,90万
低层（共12层）,2019年建,45㎡,39万
中层（共5层）,2002年建,85㎡,56万
高层（共16层）,2014年建,89.56㎡,115万
中层（共6层）,2015年建,108㎡,96万
高层（共17层）,,114.6㎡,66万
高层（共6层）,,90㎡,50万
高层（共2层）,,112㎡,76万
低层（共18层）,,112㎡,53万
高层（共17层）,2020年建,99㎡,150万
高层（共33层）,2014年建,127.6㎡,145万
高层（共6层）,1999年建,64㎡,78万
低层（共30层）,2015年建,100㎡,99万
高层（共6层）,,125㎡,100万
中层（共20层）,2019年建,59.2㎡,38万
中层（共34层）,2018年建,91㎡,82.1万
高层（共2层）,2019年建,115㎡,299万
低层（共5层）,2005年建,70㎡,49万
高层（共26层）,2014年建,90㎡,89万
低层（共25层）,2014年建,104㎡,110万
低层（共24层）,2010年建,85㎡,90万
低层（共11层）,,105.2㎡,55万
中层（共5层）,,151㎡,75万
高层（共15层）,,136㎡,118万
中层（共31层）,,105㎡,73万
低层（共17层）,,137㎡,82万
中层（共20层）,2020年建,90㎡,140万
高层（共26层）,2015年建,95㎡,138万
高层（共6层）,2020年建,92.3㎡,61万
中层（共8层）,,115㎡,110万
中层（共25层）,2018年建,100㎡,85万
中层（共11层）,2019年建,86㎡,48万
中层（共27层）,2019年建,98㎡,91.8万
低层（共25层）,2012年建,124㎡,87万
低层（共27层）,2012年建,136㎡,165万
中层（共23层）,2012年建,114.5㎡,120万
高层（共6层）,,83㎡,15万
高层（共18层）,,90.12㎡,80万
中层（共31层）,,105㎡,73万
中层（共18层）,,95㎡,75万
中层（共27层）,2019年建,96㎡,128万
中层（共32层）,2020年建,115㎡,124万
中层（共17层）,2018年建,90㎡,33万
中层（共18层）,2019年建,125㎡,119万
高层（共5层）,,80㎡,45万
中层（共18层）,2020年建,70㎡,48万
中层（共6层）,2018年建,80㎡,55万
高层（共6层）,,72㎡,42万
高层（共18层）,2014年建,93㎡,110万
低层（共16层）,2020年建,119㎡,65万
高层（共20层）,,90㎡,54万
高层（共6层）,,58㎡,24万
高层（共5层）,,131㎡,72万
低层（共27层）,,92㎡,75万
中层（共16层）,2018年建,96㎡,124万
低层（共5层）,,70㎡,73万
高层（共18层）,2019年建,141㎡,120万
中层（共32层）,,118㎡,88万
中层（共20层）,1999年建,42㎡,42万
低层（共28层）,2018年建,99㎡,78万
低层（共18层）,2019年建,117㎡,95万
低层（共24层）,2014年建,97㎡,105万
低层（共27层）,2020年建,105㎡,95万
低层（共7层）,,143㎡,105万
高层（共3层）,,86.49㎡,70万
中层（共24层）,,99.51㎡,70万
高层（共18层）,,117㎡,68万
中层（共16层）,2020年建,80㎡,120万
中层（共19层）,2019年建,90㎡,31万
中层（共18层）,2020年建,79㎡,67万
中层（共6层）,,82㎡,67万
中层（共8层）,2015年建,153㎡,151.4万
低层（共11层）,2019年建,80㎡,55万
中层（共26层）,2013年建,92㎡,81万
高层（共22层）,2014年建,183㎡,155万
低层（共17层）,2019年建,124㎡,73万
高层（共6层）,,103㎡,58万
低层（共11层）,,104.88㎡,95万
中层（共31层）,,55㎡,48万
中层（共5层）,,108㎡,58万
中层（共27层）,2020年建,76㎡,97.9万
中层（共27层）,2020年建,89㎡,150万
高层（共18层）,2012年建,100㎡,120万
中层（共18层）,2019年建,106㎡,80万
中层（共24层）,,96㎡,46万
高层（共18层）,2016年建,54.2㎡,36.6万
中层（共11层）,2019年建,89.02㎡,62万
高层（共6层）,2008年建,95㎡,52.5万
中层（共14层）,2015年建,119㎡,105.8万
低层（共21层）,2015年建,123㎡,152万
低层（共7层）,2019年建,136㎡,145万
高层（共12层）,,112㎡,69万
低层（共18层）,,137.5㎡,130万
低层（共17层）,,97㎡,82万
低层（共30层）,,96.7㎡,69万
中层（共26层）,,89㎡,62万
高层（共19层）,2017年建,63㎡,90万
高层（共5层）,1990年建,80㎡,76万
低层（共33层）,,121㎡,100万
高层（共6层）,,133㎡,70万
低层（共18层）,,123㎡,98万
中层（共24层）,2018年建,85㎡,68万
低层（共11层）,2016年建,79.5㎡,75万
高层（共25层）,2015年建,93㎡,89万
低层（共33层）,2012年建,77.66㎡,75万
低层（共23层）,2019年建,50㎡,41万
高层（共34层）,,118㎡,66万
中层（共25层）,,44㎡,38万
中层（共15层）,,74.66㎡,57万
低层（共18层）,,136㎡,101.5万
中层（共16层）,2020年建,96㎡,138万
中层（共7层）,1998年建,74.41㎡,75.8万
低层（共34层）,2012年建,192㎡,247万
高层（共6层）,1992年建,55㎡,65万
低层（共25层）,2020年建,80㎡,62万
中层（共6层）,,116㎡,117万
低层（共32层）,2013年建,76.54㎡,96万
低层（共11层）,2018年建,79㎡,68万
低层（共18层）,2017年建,145㎡,175万
中层（共17层）,,113㎡,100万
中层（共11层）,2020年建,98㎡,62万
中层（共18层）,,134㎡,70万
高层（共18层）,,97㎡,85万
低层（共6层）,,70㎡,40万
低层（共26层）,,118㎡,80万
中层（共15层）,2016年建,48㎡,50万
高层（共25层）,2011年建,110.12㎡,149万
高层（共18层）,2020年建,96.1㎡,125万
低层（共6层）,1992年建,55㎡,85万
中层（共26层）,2018年建,104㎡,85万
高层（共6层）,,120㎡,96万
中层（共33层）,2014年建,107.23㎡,154.9万
低层（共11层）,2016年建,79.5㎡,75万
低层（共6层）,2006年建,76㎡,61.8万
中层（共16层）,2013年建,171㎡,195万
中层（共28层）,2014年建,108㎡,95万
高层（共21层）,2020年建,102㎡,105万
高层（共34层）,,90㎡,52万
高层（共28层）,,87㎡,64万
高层（共6层）,,86.45㎡,44万
高层（共19层）,,120㎡,90万
中层（共18层）,2015年建,83㎡,118万
中层（共6层）,2003年建,79㎡,75万
中层（共6层）,2008年建,93㎡,125万
中层（共7层）,2020年建,82㎡,135万
中层（共20层）,2020年建,61㎡,40万
低层（共32层）,,90㎡,81万
中层（共30层）,2018年建,89㎡,96万
中层（共11层）,2012年建,90㎡,83万
高层（共33层）,2014年建,121㎡,99万
高层（共28层）,2014年建,124㎡,115万
高层（共23层）,2020年建,45㎡,30万
高层（共32层）,,90㎡,58万
中层（共6层）,,120㎡,110万
高层（共25层）,,97㎡,62万
高层（共5层）,,96.69㎡,56万
中层（共30层）,,130㎡,80万
中层（共27层）,2018年建,90㎡,107万
中层（共30层）,2014年建,95㎡,142万
高层（共10层）,2019年建,125㎡,128万
中层（共18层）,2018年建,118㎡,212万
高层（共1层）,2020年建,118㎡,114万
低层（共6层）,,125㎡,65万
中层（共32层）,2018年建,137.49㎡,148万
中层（共6层）,2017年建,92㎡,85万
中层（共6层）,2005年建,102㎡,68万
低层（共27层）,2013年建,108㎡,108万
高层（共9层）,1999年建,140㎡,130万
低层（共21层）,,110㎡,77万
低层（共3层）,,236㎡,268万
低层（共12层）,,98㎡,90万
高层（共33层）,,88㎡,59万
中层（共27层）,2019年建,85㎡,110万
中层（共24层）,2019年建,61㎡,42万
中层（共17层）,2012年建,111㎡,110万
高层（共6层）,1991年建,57.6㎡,69万
高层（共6层）,1991年建,60㎡,105万
高层（共22层）,2012年建,90㎡,62万
低层（共11层）,,140㎡,50万
高层（共20层）,2019年建,93㎡,80.5万
高层（共32层）,2012年建,93㎡,127.8万
中层（共6层）,2015年建,83㎡,74万
高层（共5层）,2014年建,110㎡,74万
中层（共21层）,2014年建,126㎡,135万
高层（共17层）,2015年建,55㎡,49万
中层（共17层）,,125.21㎡,80万
高层（共32层）,,102.57㎡,70万
高层（共6层）,,74㎡,51万
低层（共19层）,2020年建,66㎡,79.5万
高层（共6层）,2002年建,89㎡,73万
高层（共34层）,2012年建,59㎡,77万
中层（共6层）,2003年建,103㎡,162万
低层（共6层）,2017年建,92.3㎡,67万
中层（共26层）,,118㎡,98万
中层（共24层）,2019年建,86㎡,97万
,,81㎡,69万
高层（共6层）,2008年建,95㎡,52.5万
高层（共27层）,2014年建,124㎡,118万
高层（共9层）,2000年建,85.02㎡,77万
低层（共18层）,,109㎡,61万
中层（共21层）,,93.56㎡,75万
中层（共17层）,2018年建,90.7㎡,32.7万
高层（共26层）,2011年建,110.11㎡,155万
中层（共33层）,2015年建,139.88㎡,225万
高层（共6层）,2004年建,75㎡,115万
低层（共18层）,2020年建,104㎡,88万
中层（共24层）,,109㎡,85万
高层（共26层）,2013年建,75㎡,88万
低层（共33层）,2020年建,115㎡,112.8万
低层（共11层）,2019年建,89㎡,83万
中层（共17层）,2019年建,123㎡,103万
高层（共9层）,2019年建,136㎡,155万
中层（共11层）,,120㎡,144万
低层（共6层）,,98㎡,65万
高层（共20层）,,92㎡,75万
低层（共22层）,2016年建,53㎡,79万
高层（共16层）,,89.33㎡,102万
中层（共23层）,2017年建,80.23㎡,150万
低层（共7层）,2012年建,97㎡,100万
高层（共34层）,2020年建,118㎡,115万
高层（共24层）,,140㎡,109万
中层（共27层）,2010年建,160㎡,168万
低层（共11层）,2020年建,89㎡,63万
中层（共11层）,,65㎡,57.7万
低层（共21层）,2014年建,93㎡,110万
低层（共6层）,,115㎡,106万
低层（共5层）,,89.9㎡,75万
高层（共17层）,2017年建,90㎡,130万
高层（共28层）,2011年建,85㎡,113万
中层（共18层）,2016年建,103.5㎡,140万
低层（共30层）,2016年建,160.7㎡,245万
低层（共33层）,2012年建,108㎡,102.8万
中层（共22层）,,97.16㎡,92万
高层（共27层）,2010年建,93㎡,110万
中层（共11层）,2019年建,80㎡,51万
低层（共25层）,2019年建,104㎡,96万
高层（共27层）,2017年建,90㎡,66万
,,148㎡,200万
中层（共22层）,2014年建,88㎡,165万
,,287㎡,600万
高层（共26层）,2013年建,105㎡,212万
低层（共33层）,2016年建,110㎡,176万
中层（共6层）,2003年建,87㎡,92万
低层（共26层）,,136㎡,100万
中层（共13层）,2010年建,90.2㎡,111.8万
高层（共6层）,2017年建,83㎡,62.5万
低层（共9层）,2019年建,121㎡,125万
高层（共23层）,2014年建,139㎡,165万
中层（共6层）,2015年建,110㎡,65万
中层（共17层）,2018年建,70.2㎡,28万
低层（共22层）,2014年建,63㎡,110万
低层（共25层）,2010年建,167㎡,200万
低层（共6层）,2002年建,154㎡,238万
中层（共6层）,2000年建,87.66㎡,116万
中层（共6层）,2017年建,168㎡,126万
低层（共26层）,,118㎡,98万
低层（共6层）,2004年建,60㎡,66.5万
中层（共5层）,2020年建,89㎡,110万
中层（共12层）,,66㎡,57.7万
中层（共16层）,2015年建,100㎡,85万
高层（共21层）,,130㎡,140万
中层（共25层）,2017年建,95㎡,90万
中层（共19层）,2019年建,88㎡,36万
高层（共34层）,2015年建,125㎡,120万
中层（共5层）,1996年建,123.5㎡,130万
中层（共25层）,2019年建,95㎡,65万
中层（共8层）,,78㎡,21万
高层（共33层）,2013年建,91㎡,113万
中层（共25层）,2018年建,109㎡,140万
高层（共29层）,2018年建,86㎡,69万
高层（共24层）,2013年建,187㎡,210万
中层（共11层）,,84㎡,84万
中层（共12层）,2017年建,51㎡,48万
低层（共11层）,2011年建,126㎡,135万
低层（共27层）,,126㎡,130万
低层（共18层）,2015年建,84.9㎡,113万
中层（共6层）,2020年建,115㎡,76万
中层（共6层）,,135㎡,69万
中层（共20层）,2019年建,51.35㎡,45万
中层（共18层）,2019年建,88㎡,79万
低层（共21层）,2013年建,124㎡,86.8万
高层（共17层）,2016年建,87.5㎡,93万
中层（共2层）,2019年建,126㎡,260万
中层（共26层）,2015年建,99㎡,128万
高层（共1层）,2019年建,125㎡,125万
高层（共36层）,2008年建,158㎡,215万
高层（共6层）,2000年建,118㎡,118万
中层（共30层）,2019年建,119㎡,110万
中层（共18层）,,137㎡,55万
中层（共32层）,2016年建,134.69㎡,180万
高层（共1层）,2018年建,74㎡,81.5万
低层（共24层）,2015年建,104㎡,96万
低层（共13层）,2018年建,99㎡,108万
中层（共11层）,2019年建,68㎡,88万
高层（共16层）,,113㎡,182万
中层（共27层）,,90㎡,90万
低层（共29层）,2020年建,89㎡,115万
高层（共6层）,,132㎡,130万
低层（共26层）,,118㎡,98万
